"SKU","Product Name","Smell Group","Smell Subgroup","Smell Head","Smell Heart","Smell Base","Colour","hue","value","chroma","Edition"
"201138UK",My Favorite Person,"""Fresh""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"201138UK",My Favorite Person,"""Fruity""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"201139DE",Fluffy Cotton,"""Fresh""","""Powdery""","""Sun-Dried Linen Accord, Bergamot Zest, Leafy Greens""","""Lily Of The Valley, Rose Petal, Vetiver""","""White Cedar, Clean Musk, Violet Leaf""","""White""",N10,"""0""","""10""","""Classic"""
"201139FR",Fluffy Cotton,"""Fresh""","""Powdery""","""Sun-Dried Linen Accord, Bergamot Zest, Leafy Greens""","""Lily Of The Valley, Rose Petal, Vetiver""","""White Cedar, Clean Musk, Violet Leaf""","""White""",N10,"""0""","""10""","""Classic"""
"201139IT",Fluffy Cotton,"""Fresh""","""Powdery""","""Sun-Dried Linen Accord, Bergamot Zest, Leafy Greens""","""Lily Of The Valley, Rose Petal, Vetiver""","""White Cedar, Clean Musk, Violet Leaf""","""White""",N10,"""0""","""10""","""Classic"""
"201139UK",Fluffy Cotton,"""Fresh""","""Powdery""","""Sun-Dried Linen Accord, Bergamot Zest, Leafy Greens""","""Lily Of The Valley, Rose Petal, Vetiver""","""White Cedar, Clean Musk, Violet Leaf""","""White""",N10,"""0""","""10""","""Classic"""
"201140DE",Raspberry Yoghurt,"""Fresh""","""Fruity""","""Lemon Zest, Orange Zest, Strawberry""","""Raspberry, Neroli, White Flower""","""Vanilla Bean, Fruity Musk""","""Pink""","10RP","""6""","""12""","""Classic"""
"201140FR",Raspberry Yoghurt,"""Fresh""","""Fruity""","""Lemon Zest, Orange Zest, Strawberry""","""Raspberry, Neroli, White Flower""","""Vanilla Bean, Fruity Musk""","""Pink""","10RP","""6""","""12""","""Classic"""
"201140IT",Raspberry Yoghurt,"""Fresh""","""Fruity""","""Lemon Zest, Orange Zest, Strawberry""","""Raspberry, Neroli, White Flower""","""Vanilla Bean, Fruity Musk""","""Pink""","10RP","""6""","""12""","""Classic"""
"201141DE",French Lavender,"""Woody""","""Fern""","""Pineapple Leaf, Crisp Eucalyptus""","""Wild Lavender, Lavandin""","""White Patchouli, Smooth Musk""","""Light Purple""","7.5P","""5""","""6""","""Classic"""
"201142DE",Fruity Smoothie,"""Fresh""","""Fruity""","""Orange""","""nan""","""White Musk, Vanilla""","""Magenta""","10RP","""5""","""14""","""Classic"""
"201142IT",Fruity Smoothie,"""Fresh""","""Fruity""","""Orange""","""nan""","""White Musk, Vanilla""","""Magenta""","10RP","""5""","""14""","""Classic"""
"201142UK",Fruity Smoothie,"""Fresh""","""Fruity""","""Orange""","""nan""","""White Musk, Vanilla""","""Magenta""","10RP","""5""","""14""","""Classic"""
"201143DE",Happy Summer,"""Floral""","""Floral""","""Bergamot, Melon, Peach, Pear""","""Freesia, Lily Of The Valley, Rose, Violet""","""Cedar, Sandalwood, Vanilla, Musk""","""Yellow""","2.5GY","""9""","""12""","""Classic"""
"201143UK",Happy Summer,"""Floral""","""Floral""","""Bergamot, Melon, Peach, Pear""","""Freesia, Lily Of The Valley, Rose, Violet""","""Cedar, Sandalwood, Vanilla, Musk""","""Yellow""","2.5GY","""9""","""12""","""Classic"""
"201144DE",Lilac & Jasmine,"""Floral""","""Floral""","""nan""","""nan""","""nan""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"201144FR",Lilac & Jasmine,"""Floral""","""Floral""","""nan""","""nan""","""nan""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"201144IT",Lilac & Jasmine,"""Floral""","""Floral""","""nan""","""nan""","""nan""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"201144UK",Lilac & Jasmine,"""Floral""","""Floral""","""nan""","""nan""","""nan""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"201145DE",Tropical Peach,"""Fresh""","""Fruity""","""Peach / Apricot, Orange, Tropical Fruit""","""Peach, Blackcurrant""","""Peach, Coconut""","""Light Orange""","2.5Y","""8""","""8""","""Classic"""
"201145FR",Tropical Peach,"""Fresh""","""Fruity""","""Peach / Apricot, Orange, Tropical Fruit""","""Peach, Blackcurrant""","""Peach, Coconut""","""Light Orange""","2.5Y","""8""","""8""","""Classic"""
"201145IT",Tropical Peach,"""Fresh""","""Fruity""","""Peach / Apricot, Orange, Tropical Fruit""","""Peach, Blackcurrant""","""Peach, Coconut""","""Light Orange""","2.5Y","""8""","""8""","""Classic"""
"201145UK",Tropical Peach,"""Fresh""","""Fruity""","""Peach / Apricot, Orange, Tropical Fruit""","""Peach, Blackcurrant""","""Peach, Coconut""","""Light Orange""","2.5Y","""8""","""8""","""Classic"""
"201146DE",Monoi de Tahiti,"""Floral""","""Floral""","""Jasmine""","""Frangipani Blossom""","""Vanilla""","""White""",N10,"""0""","""10""","""Classic"""
"201146FR",Monoi de Tahiti,"""Floral""","""Floral""","""Jasmine""","""Frangipani Blossom""","""Vanilla""","""White""",N10,"""0""","""10""","""Classic"""
"201146IT",Monoi de Tahiti,"""Floral""","""Floral""","""Jasmine""","""Frangipani Blossom""","""Vanilla""","""White""",N10,"""0""","""10""","""Classic"""
"201155FR",Crunchy Sugar,"""Oriental""","""Gourmand""","""Almond""","""Milky Note, Caramel""","""Vanilla""","""Brown""","7.5YR","""6""","""10""","""Classic"""
"201155IT",Crunchy Sugar,"""Oriental""","""Gourmand""","""Almond""","""Milky Note, Caramel""","""Vanilla""","""Brown""","7.5YR","""6""","""10""","""Classic"""
"201155UK",Crunchy Sugar,"""Oriental""","""Gourmand""","""Almond""","""Milky Note, Caramel""","""Vanilla""","""Brown""","7.5YR","""6""","""10""","""Classic"""
"201156DE",Blackberry Jam,"""Fresh""","""Fruity""","""Sparkling Lemon, Ginger, Bergamot, Orange""","""Japanese Plum, Orchard Fruits, Blackberry""","""White Sandalwood, Dry Cedar, Rosewood""","""Dark Purple""","2.5P","""4""","""14""","""Classic"""
"201156FR",Blackberry Jam,"""Fresh""","""Fruity""","""Sparkling Lemon, Ginger, Bergamot, Orange""","""Japanese Plum, Orchard Fruits, Blackberry""","""White Sandalwood, Dry Cedar, Rosewood""","""Dark Purple""","2.5P","""4""","""14""","""Classic"""
"201156IT",Blackberry Jam,"""Fresh""","""Fruity""","""Sparkling Lemon, Ginger, Bergamot, Orange""","""Japanese Plum, Orchard Fruits, Blackberry""","""White Sandalwood, Dry Cedar, Rosewood""","""Dark Purple""","2.5P","""4""","""14""","""Classic"""
"201156UK",Blackberry Jam,"""Fresh""","""Fruity""","""Sparkling Lemon, Ginger, Bergamot, Orange""","""Japanese Plum, Orchard Fruits, Blackberry""","""White Sandalwood, Dry Cedar, Rosewood""","""Dark Purple""","2.5P","""4""","""14""","""Classic"""
"201157DE",Iced Blossom,"""Floral""","""Powdery""","""Meyer Lemon, Apricot Blossom, Violet Leaf""","""Sweet Pea, Clove Leaf, Lily Belle""","""Leafy Greens, Star Anise, White Musk""","""Light Purple""","5RP","""6""","""6""","""Classic"""
"201157DE",Iced Blossom,"""Floral""","""Floral""","""Meyer Lemon, Apricot Blossom, Violet Leaf""","""Sweet Pea, Clove Leaf, Lily Belle""","""Leafy Greens, Star Anise, White Musk""","""Light Purple""","5RP","""6""","""6""","""Classic"""
"201157FR",Iced Blossom,"""Floral""","""Powdery""","""Meyer Lemon, Apricot Blossom, Violet Leaf""","""Sweet Pea, Clove Leaf, Lily Belle""","""Leafy Greens, Star Anise, White Musk""","""Light Purple""","5RP","""6""","""6""","""Classic"""
"201157FR",Iced Blossom,"""Floral""","""Floral""","""Meyer Lemon, Apricot Blossom, Violet Leaf""","""Sweet Pea, Clove Leaf, Lily Belle""","""Leafy Greens, Star Anise, White Musk""","""Light Purple""","5RP","""6""","""6""","""Classic"""
"201157IT",Iced Blossom,"""Floral""","""Powdery""","""Meyer Lemon, Apricot Blossom, Violet Leaf""","""Sweet Pea, Clove Leaf, Lily Belle""","""Leafy Greens, Star Anise, White Musk""","""Light Purple""","5RP","""6""","""6""","""Classic"""
"201157IT",Iced Blossom,"""Floral""","""Floral""","""Meyer Lemon, Apricot Blossom, Violet Leaf""","""Sweet Pea, Clove Leaf, Lily Belle""","""Leafy Greens, Star Anise, White Musk""","""Light Purple""","5RP","""6""","""6""","""Classic"""
"201159DE",Amaretto Waffel,"""Oriental""","""Gourmand""","""Bitter Almond""","""White Blossom""","""White Musk""","""Coral""","10R ","""7""","""8""","""Classic"""
"201159FR",Amaretto Waffel,"""Oriental""","""Gourmand""","""Bitter Almond""","""White Blossom""","""White Musk""","""Coral""","10R ","""7""","""8""","""Classic"""
"201159IT",Amaretto Waffel,"""Oriental""","""Gourmand""","""Bitter Almond""","""White Blossom""","""White Musk""","""Coral""","10R ","""7""","""8""","""Classic"""
"201159UK",Amaretto Waffel,"""Oriental""","""Gourmand""","""Bitter Almond""","""White Blossom""","""White Musk""","""Coral""","10R ","""7""","""8""","""Classic"""
"201160FR",Toffee Delight,"""Oriental""","""Gourmand""","""Hazelnut""","""Almond""","""Vanilla""","""Light Green""","2.5GY","""9""","""12""","""Classic"""
"201160IT",Toffee Delight,"""Oriental""","""Gourmand""","""Hazelnut""","""Almond""","""Vanilla""","""Light Green""","2.5GY","""9""","""12""","""Classic"""
"201161DE",Rain Drops,"""Fresh""","""Water""","""Orange Zest, Bergamot, Freesia""","""Calone, Clove Bud, Lilac, Cyclamen, Mossy Notes""","""Musky Notes, Sandalwood, Cinnamon Leaf""","""Bright Blue""","7.5BG","""6""","""6""","""Classic"""
"201161FR",Rain Drops,"""Fresh""","""Water""","""Orange Zest, Bergamot, Freesia""","""Calone, Clove Bud, Lilac, Cyclamen, Mossy Notes""","""Musky Notes, Sandalwood, Cinnamon Leaf""","""Bright Blue""","7.5BG","""6""","""6""","""Classic"""
"201161IT",Rain Drops,"""Fresh""","""Water""","""Orange Zest, Bergamot, Freesia""","""Calone, Clove Bud, Lilac, Cyclamen, Mossy Notes""","""Musky Notes, Sandalwood, Cinnamon Leaf""","""Bright Blue""","7.5BG","""6""","""6""","""Classic"""
"201161UK",Rain Drops,"""Fresh""","""Water""","""Orange Zest, Bergamot, Freesia""","""Calone, Clove Bud, Lilac, Cyclamen, Mossy Notes""","""Musky Notes, Sandalwood, Cinnamon Leaf""","""Bright Blue""","7.5BG","""6""","""6""","""Classic"""
"201162DE",Maple Syrup,"""Oriental""","""Gourmand""","""Orange, Apple""","""Cinnamon, Clove""","""Cedarwood""","""Pale Pink""","7.5R","""6""","""12""","""Classic"""
"201162FR",Maple Syrup,"""Oriental""","""Gourmand""","""Orange, Apple""","""Cinnamon, Clove""","""Cedarwood""","""Pale Pink""","7.5R","""6""","""12""","""Classic"""
"201162IT",Maple Syrup,"""Oriental""","""Gourmand""","""Orange, Apple""","""Cinnamon, Clove""","""Cedarwood""","""Pale Pink""","7.5R","""6""","""12""","""Classic"""
"201163DE",Snowflakes,"""Oriental""","""Sweet""","""Almond""","""nan""","""Vanilla, Musk""","""Ice Blue""","10G","""7""","""4""","""Classic"""
"201163FR",Snowflakes,"""Oriental""","""Sweet""","""Almond""","""nan""","""Vanilla, Musk""","""Ice Blue""","10G","""7""","""4""","""Classic"""
"201163IT",Snowflakes,"""Oriental""","""Sweet""","""Almond""","""nan""","""Vanilla, Musk""","""Ice Blue""","10G","""7""","""4""","""Classic"""
"201164DE",Roasted Coffee,"""Oriental""","""Gourmand""","""Arabica Coffee Bean, Espresso, Cardamom""","""Hazelnut, Atlas Cedar""","""Vanilla Pod, Tonka Bean""","""Brown""","5YR","""6""","""6""","""Classic"""
"201164UK",Roasted Coffee,"""Oriental""","""Gourmand""","""Arabica Coffee Bean, Espresso, Cardamom""","""Hazelnut, Atlas Cedar""","""Vanilla Pod, Tonka Bean""","""Brown""","5YR","""6""","""6""","""Classic"""
"201165DE",Mousse au Chocolat,"""Oriental""","""Gourmand""","""Hazelnut""","""Chocolate""","""Vanilla, Caramel""","""Light Brown""","10YR","""7""","""2""","""Classic"""
"201165FR",Mousse au Chocolat,"""Oriental""","""Gourmand""","""Hazelnut""","""Chocolate""","""Vanilla, Caramel""","""Light Brown""","10YR","""7""","""2""","""Classic"""
"201165IT",Mousse au Chocolat,"""Oriental""","""Gourmand""","""Hazelnut""","""Chocolate""","""Vanilla, Caramel""","""Light Brown""","10YR","""7""","""2""","""Classic"""
"201165UK",Mousse au Chocolat,"""Oriental""","""Gourmand""","""Hazelnut""","""Chocolate""","""Vanilla, Caramel""","""Light Brown""","10YR","""7""","""2""","""Classic"""
"201167FR",Just Fabulous,"""Fresh""","""Citrus""","""nan""","""White Blossom""","""White Musk""","""Turquoise""","10BG","""8""","""6""","""Classic"""
"201168DE",Caramel Dream,"""Oriental""","""Gourmand""","""Almond Milk""","""Honey, Caramel""","""Vanilla, Hazelnut""","""Light Amaranthish Gray""","2.5R","""8""","""4""","""Blogger"""
"201168FR",Caramel Dream,"""Oriental""","""Gourmand""","""Almond Milk""","""Honey, Caramel""","""Vanilla, Hazelnut""","""Light Amaranthish Gray""","2.5R","""8""","""4""","""Blogger"""
"201169FR",Forget Me Not,"""Fresh""","""Water""","""Citrus""","""Orchid, Rose, White Bouquet""","""White Musk, Vanilla""","""Light Pink""","10P","""8""","""6""","""Classic"""
"201169IT",Forget Me Not,"""Fresh""","""Water""","""Citrus""","""Orchid, Rose, White Bouquet""","""White Musk, Vanilla""","""Light Pink""","10P","""8""","""6""","""Classic"""
"201170FR",Fresh Lemonade,"""Fresh""","""Citrus""","""Orange Peel, Lemon Zest, Kaffir Lime""","""Crushed Peppermint, Indonesian Lemongrass""","""Black Currant, Applewood""","""Lime Green""","2.5GY","""7""","""10""","""Classic"""
"201170IT",Fresh Lemonade,"""Fresh""","""Citrus""","""Orange Peel, Lemon Zest, Kaffir Lime""","""Crushed Peppermint, Indonesian Lemongrass""","""Black Currant, Applewood""","""Lime Green""","2.5GY","""7""","""10""","""Classic"""
"201171FR","Bella, capricieuse, cute, funny, bad ass","""Fresh""","""Citrus""","""Citrus""","""Mango, Papaya, White Blossom""","""White Musk""","""Pink""","5R","""6""","""12""","""Classic"""
"201172DE",Juicy Mandarin,"""Fresh""","""Citrus""","""Green Mandarin, Mango, Lemon Drops""","""Sweet Nutmeg, Cherry Blossom""","""Sweet Milk, Bourbon Vanilla""","""Light Orange""","7.5R","""7""","""8""","""Classic"""
"201172FR",Juicy Mandarin,"""Fresh""","""Citrus""","""Green Mandarin, Mango, Lemon Drops""","""Sweet Nutmeg, Cherry Blossom""","""Sweet Milk, Bourbon Vanilla""","""Light Orange""","7.5R","""7""","""8""","""Classic"""
"201172IT",Juicy Mandarin,"""Fresh""","""Citrus""","""Green Mandarin, Mango, Lemon Drops""","""Sweet Nutmeg, Cherry Blossom""","""Sweet Milk, Bourbon Vanilla""","""Light Orange""","7.5R","""7""","""8""","""Classic"""
"201173DE",Matcha Latte,"""Oriental""","""Gourmand""","""Citrus, Green Notes""","""Basil, Olive Oil, Mint, Sweet Almond""","""Vanilla, Woods""","""Mint Green""","2.5G","""8""","""8""","""Classic"""
"201174FR",Mulberry Mojito,"""Oriental""","""Gourmand""","""Citrus""","""nan""","""Vanilla""","""Purple""","5P","""5""","""16""","""Classic"""
"201174IT",Mulberry Mojito,"""Oriental""","""Gourmand""","""Citrus""","""nan""","""Vanilla""","""Purple""","5P","""5""","""16""","""Classic"""
"201175DE",Pear Ice Cream,"""Fresh""","""Fruity""","""Sweet Green Note""","""Pear Pulp""","""Vanilla, White Musk""","""Light Green""","7.5GY","""8""","""4""","""Classic"""
"201176DE",Pink Grapefruit,"""Fresh""","""Citrus""","""Grapefruit, Green, Cassis""","""Rhuibarb, Plum, Peach, Water""","""Musk, Gourmand""","""Light Pink""","2.5R","""7""","""8""","""Classic"""
"201177DE",Cassis Sorbet,"""Fresh""","""Fruity""","""Citrus""","""Passion Fruit, Exotic Blossom""","""White Musk, Vanilla""","""Purple""","2.5RP","""5""","""10""","""Classic"""
"201178DE",Bubble Gum,"""Fresh""","""Fruity""","""Citrus""","""Strawberry, Rhubarb, White Flowers""","""Brown Sugar, White Musk""","""Neon Pink""","2.5RP","""6""","""18""","""Classic"""
"201178FR",Bubble Gum,"""Fresh""","""Fruity""","""Citrus""","""Strawberry, Rhubarb, White Flowers""","""Brown Sugar, White Musk""","""Neon Pink""","2.5RP","""6""","""18""","""Classic"""
"201178IT",Bubble Gum,"""Fresh""","""Fruity""","""Citrus""","""Strawberry, Rhubarb, White Flowers""","""Brown Sugar, White Musk""","""Neon Pink""","2.5RP","""6""","""18""","""Classic"""
"201179DE",Hello Summer,"""Fresh""","""Citrus""","""nan""","""White Blossom""","""White Musk""","""Turquoise""","10BG","""8""","""6""","""Classic"""
"201193DE",Frozen Berries,"""Fresh""","""Fruity""","""Fruity, Tropical""","""Fruity, Floral""","""Sweet, Fruity""","""Purple""","10P","""4""","""12""","""Classic"""
"201193FR",Frozen Berries,"""Fresh""","""Fruity""","""Fruity, Tropical""","""Fruity, Floral""","""Sweet, Fruity""","""Purple""","10P","""4""","""12""","""Classic"""
"201193IT",Frozen Berries,"""Fresh""","""Fruity""","""Fruity, Tropical""","""Fruity, Floral""","""Sweet, Fruity""","""Purple""","10P","""4""","""12""","""Classic"""
"201193UK",Frozen Berries,"""Fresh""","""Fruity""","""Fruity, Tropical""","""Fruity, Floral""","""Sweet, Fruity""","""Purple""","10P","""4""","""12""","""Classic"""
"201195DE",Cozy & Lazy,"""Oriental""","""Oriental""","""Orange""","""Lily, Jasmine, Violet, Orange Blossom""","""Sheer Musk, Blonde Woods, Vanilla""","""Brown""","7.5YR","""7""","""8""","""Classic"""
"201195FR",Cozy & Lazy,"""Oriental""","""Oriental""","""Orange""","""Lily, Jasmine, Violet, Orange Blossom""","""Sheer Musk, Blonde Woods, Vanilla""","""Brown""","7.5YR","""7""","""8""","""Classic"""
"201195IT",Cozy & Lazy,"""Oriental""","""Oriental""","""Orange""","""Lily, Jasmine, Violet, Orange Blossom""","""Sheer Musk, Blonde Woods, Vanilla""","""Brown""","7.5YR","""7""","""8""","""Classic"""
"201195UK",Cozy & Lazy,"""Oriental""","""Oriental""","""Orange""","""Lily, Jasmine, Violet, Orange Blossom""","""Sheer Musk, Blonde Woods, Vanilla""","""Brown""","7.5YR","""7""","""8""","""Classic"""
"201196DE",Winter Sweets,"""Fresh""","""Water""","""Pear, Green Mint, Ozonic""","""Marine, Lilly Of The Valley, Cinamon, Coconut""","""Sandalwood, Vanilla, Jasmine, Peach""","""Bright Blue""","5B","""6""","""8""","""Classic"""
"201196FR",Winter Sweets,"""Fresh""","""Water""","""Pear, Green Mint, Ozonic""","""Marine, Lilly Of The Valley, Cinamon, Coconut""","""Sandalwood, Vanilla, Jasmine, Peach""","""Bright Blue""","5B","""6""","""8""","""Classic"""
"201196IT",Winter Sweets,"""Fresh""","""Water""","""Pear, Green Mint, Ozonic""","""Marine, Lilly Of The Valley, Cinamon, Coconut""","""Sandalwood, Vanilla, Jasmine, Peach""","""Bright Blue""","5B","""6""","""8""","""Classic"""
"201196UK",Winter Sweets,"""Fresh""","""Water""","""Pear, Green Mint, Ozonic""","""Marine, Lilly Of The Valley, Cinamon, Coconut""","""Sandalwood, Vanilla, Jasmine, Peach""","""Bright Blue""","5B","""6""","""8""","""Classic"""
"201197DE",Jingle Bells,"""Oriental""","""Gourmand""","""Sweet, Milky""","""Sweet, Toasted""","""Sweet""","""Caramel Brown""","10YR","""6""","""10""","""Classic"""
"201197FR",Jingle Bells,"""Oriental""","""Gourmand""","""Sweet, Milky""","""Sweet, Toasted""","""Sweet""","""Caramel Brown""","10YR","""6""","""10""","""Classic"""
"201197IT",Jingle Bells,"""Oriental""","""Gourmand""","""Sweet, Milky""","""Sweet, Toasted""","""Sweet""","""Caramel Brown""","10YR","""6""","""10""","""Classic"""
"201198DE",Let it Snow,"""Fresh""","""Water""","""nan""","""nan""","""nan""","""Turquoise""","7.5BG","""7""","""8""","""Classic"""
"201198FR",Let it Snow,"""Fresh""","""Water""","""nan""","""nan""","""nan""","""Turquoise""","7.5BG","""7""","""8""","""Classic"""
"201198IT",Let it Snow,"""Fresh""","""Water""","""nan""","""nan""","""nan""","""Turquoise""","7.5BG","""7""","""8""","""Classic"""
"201198UK",Let it Snow,"""Fresh""","""Water""","""nan""","""nan""","""nan""","""Turquoise""","7.5BG","""7""","""8""","""Classic"""
"201199DE",Christmas Bakery,"""Oriental""","""Floral""","""Coconut, Milk""","""Jasmine""","""Vanilla, Caramelized Sugar""","""Light Pink""","5RP","""7""","""10""","""Classic"""
"201199FR",Christmas Bakery,"""Oriental""","""Floral""","""Coconut, Milk""","""Jasmine""","""Vanilla, Caramelized Sugar""","""Light Pink""","5RP","""7""","""10""","""Classic"""
"201199IT",Christmas Bakery,"""Oriental""","""Floral""","""Coconut, Milk""","""Jasmine""","""Vanilla, Caramelized Sugar""","""Light Pink""","5RP","""7""","""10""","""Classic"""
"201199UK",Christmas Bakery,"""Oriental""","""Floral""","""Coconut, Milk""","""Jasmine""","""Vanilla, Caramelized Sugar""","""Light Pink""","5RP","""7""","""10""","""Classic"""
"201201DE",Moonlight Flowers,"""Woody""","""Mossy Woods""","""Red Berries""","""Pine Needles, Minty Notes""","""Treemoss, Fir Balsam""","""Light Blue""","10B","""7""","""4""","""Classic"""
"201201FR",Moonlight Flowers,"""Woody""","""Mossy Woods""","""Red Berries""","""Pine Needles, Minty Notes""","""Treemoss, Fir Balsam""","""Light Blue""","10B","""7""","""4""","""Classic"""
"201201IT",Moonlight Flowers,"""Woody""","""Mossy Woods""","""Red Berries""","""Pine Needles, Minty Notes""","""Treemoss, Fir Balsam""","""Light Blue""","10B","""7""","""4""","""Classic"""
"201201UK",Moonlight Flowers,"""Woody""","""Mossy Woods""","""Red Berries""","""Pine Needles, Minty Notes""","""Treemoss, Fir Balsam""","""Light Blue""","10B","""7""","""4""","""Classic"""
"20120DE",Lemon Grass,,,,,,,,,,"""Classic"""
"20121DE",True Love,"""Floral""","""Floral""","""Chinese Ginger, Rose Oil, Raspberry""","""Rosewood, Turkish Rose, Lotus Flower""","""Sandalwood, Patchouli, Velvet Oud""","""Dark Red""","5R","""3""","""10""","""Classic"""
"201222DE",Magical Love,"""Floral""","""Floral""","""Chinese Ginger, Rose Oil, Raspberry""","""Rosewood, Turkish Rose, Lotus Flower, Tonka""","""Sandalwood, Patchouli, Velvet Oud, Vanilla Bean""","""Dark Red""","5R","""4""","""14""","""Blogger"""
"201223DE",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"201223FR",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"201223IT",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"201223UK",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"20122DE",Candy Floss,"""Oriental""","""Gourmand""","""Melted Butter, Graham Cracker""","""Sweet Caramel, Whipped Milk""","""nan""","""Light Pink""","5RP","""8""","""6""","""Classic"""
"201234DE",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"201234FR",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"201234IT",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"201234UK",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"201235DE","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"201235FR","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"201235IT","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"201235UK","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"201236DE",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
"201236FR",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
"201236IT",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
"201236UK",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
"201237DE",Sugar Babe,"""Fresh""","""Green""","""Plum, Rose""","""Jasmine, Lily, Rose, Amber""","""Vanilla, Musk""","""Pink""","7.5R","""7""","""8""","""Classic"""
"201237FR",Sugar Babe,"""Fresh""","""Green""","""Plum, Rose""","""Jasmine, Lily, Rose, Amber""","""Vanilla, Musk""","""Pink""","7.5R","""7""","""8""","""Classic"""
"201237IT",Sugar Babe,"""Fresh""","""Green""","""Plum, Rose""","""Jasmine, Lily, Rose, Amber""","""Vanilla, Musk""","""Pink""","7.5R","""7""","""8""","""Classic"""
"201237UK",Sugar Babe,"""Fresh""","""Green""","""Plum, Rose""","""Jasmine, Lily, Rose, Amber""","""Vanilla, Musk""","""Pink""","7.5R","""7""","""8""","""Classic"""
"201238DE",Thai Orchid,"""Floral""","""Floral""","""Ylang, Green Notes""","""nan""","""Vanilla, Jasmine, Orange Blossom, Musk""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"201238DE",Thai Orchid,"""Floral""","""Floral""","""Ylang, Green Notes""","""nan""","""Vanilla, Jasmine, Orange Blossom, Musk""","""Lilac""","7.5P","""7""","""4""","""Classic"""
