"SKU","Product Name","Smell Group","Smell Subgroup","Smell Head","Smell Heart","Smell Base","Colour","hue","value","chroma","Edition"
"101123FR",Marshmallow Fondue,"""Oriental""","""Gourmand""","""Butter Note""","""Milky Note""","""Vanilla, Sweet Sugar""","""Light Pink""","10RP","""8""","""4""","""Classic"""
"101123FR-L",Marshmallow Fondue,"""Oriental""","""Gourmand""","""Butter Note""","""Milky Note""","""Vanilla, Sweet Sugar""","""Light Pink""","10RP","""8""","""4""","""Classic"""
"101123FR-M",Marshmallow Fondue,"""Oriental""","""Gourmand""","""Butter Note""","""Milky Note""","""Vanilla, Sweet Sugar""","""Light Pink""","10RP","""8""","""4""","""Classic"""
"101123FR-S",Marshmallow Fondue,"""Oriental""","""Gourmand""","""Butter Note""","""Milky Note""","""Vanilla, Sweet Sugar""","""Light Pink""","10RP","""8""","""4""","""Classic"""
"101123IT",Marshmallow Fondue,"""Oriental""","""Gourmand""","""Butter Note""","""Milky Note""","""Vanilla, Sweet Sugar""","""Light Pink""","10RP","""8""","""4""","""Classic"""
"101123IT-L",Marshmallow Fondue,"""Oriental""","""Gourmand""","""Butter Note""","""Milky Note""","""Vanilla, Sweet Sugar""","""Light Pink""","10RP","""8""","""4""","""Classic"""
"101123IT-M",Marshmallow Fondue,"""Oriental""","""Gourmand""","""Butter Note""","""Milky Note""","""Vanilla, Sweet Sugar""","""Light Pink""","10RP","""8""","""4""","""Classic"""
"101123IT-S",Marshmallow Fondue,"""Oriental""","""Gourmand""","""Butter Note""","""Milky Note""","""Vanilla, Sweet Sugar""","""Light Pink""","10RP","""8""","""4""","""Classic"""
"101123UK",Marshmallow Fondue,"""Oriental""","""Gourmand""","""Butter Note""","""Milky Note""","""Vanilla, Sweet Sugar""","""Light Pink""","10RP","""8""","""4""","""Classic"""
"101124DE",Blueberry Pancakes,"""Fresh""","""Fruity""","""Milky Note""","""Blueberry, Wild Berries""","""Vanilla""","""Light Purple""","7.5P","""6""","""6""","""Classic"""
"101124DE-L",Blueberry Pancakes,"""Fresh""","""Fruity""","""Milky Note""","""Blueberry, Wild Berries""","""Vanilla""","""Light Purple""","7.5P","""6""","""6""","""Classic"""
"101124DE-M",Blueberry Pancakes,"""Fresh""","""Fruity""","""Milky Note""","""Blueberry, Wild Berries""","""Vanilla""","""Light Purple""","7.5P","""6""","""6""","""Classic"""
"101124DE-S",Blueberry Pancakes,"""Fresh""","""Fruity""","""Milky Note""","""Blueberry, Wild Berries""","""Vanilla""","""Light Purple""","7.5P","""6""","""6""","""Classic"""
"101124FR",Blueberry Pancakes,"""Fresh""","""Fruity""","""Milky Note""","""Blueberry, Wild Berries""","""Vanilla""","""Light Purple""","7.5P","""6""","""6""","""Classic"""
"101124FR-L",Blueberry Pancakes,"""Fresh""","""Fruity""","""Milky Note""","""Blueberry, Wild Berries""","""Vanilla""","""Light Purple""","7.5P","""6""","""6""","""Classic"""
"101124FR-M",Blueberry Pancakes,"""Fresh""","""Fruity""","""Milky Note""","""Blueberry, Wild Berries""","""Vanilla""","""Light Purple""","7.5P","""6""","""6""","""Classic"""
"101124FR-S",Blueberry Pancakes,"""Fresh""","""Fruity""","""Milky Note""","""Blueberry, Wild Berries""","""Vanilla""","""Light Purple""","7.5P","""6""","""6""","""Classic"""
"101124IT",Blueberry Pancakes,"""Fresh""","""Fruity""","""Milky Note""","""Blueberry, Wild Berries""","""Vanilla""","""Light Purple""","7.5P","""6""","""6""","""Classic"""
"101124IT-L",Blueberry Pancakes,"""Fresh""","""Fruity""","""Milky Note""","""Blueberry, Wild Berries""","""Vanilla""","""Light Purple""","7.5P","""6""","""6""","""Classic"""
"101124IT-M",Blueberry Pancakes,"""Fresh""","""Fruity""","""Milky Note""","""Blueberry, Wild Berries""","""Vanilla""","""Light Purple""","7.5P","""6""","""6""","""Classic"""
"101124IT-S",Blueberry Pancakes,"""Fresh""","""Fruity""","""Milky Note""","""Blueberry, Wild Berries""","""Vanilla""","""Light Purple""","7.5P","""6""","""6""","""Classic"""
"101124UK",Blueberry Pancakes,"""Fresh""","""Fruity""","""Milky Note""","""Blueberry, Wild Berries""","""Vanilla""","""Light Purple""","7.5P","""6""","""6""","""Classic"""
"101125DE",Sweet Angel,"""Oriental""","""Gourmand""","""Candy Floss, Butter, Cream""","""Maple, Creamy, Honey""","""Caramel, Vanilla""","""Yellow""","2.5Y","""8""","""10""","""Classic"""
"101125DE-L",Sweet Angel,"""Oriental""","""Gourmand""","""Candy Floss, Butter, Cream""","""Maple, Creamy, Honey""","""Caramel, Vanilla""","""Yellow""","2.5Y","""8""","""10""","""Classic"""
"101125DE-M",Sweet Angel,"""Oriental""","""Gourmand""","""Candy Floss, Butter, Cream""","""Maple, Creamy, Honey""","""Caramel, Vanilla""","""Yellow""","2.5Y","""8""","""10""","""Classic"""
"101125DE-S",Sweet Angel,"""Oriental""","""Gourmand""","""Candy Floss, Butter, Cream""","""Maple, Creamy, Honey""","""Caramel, Vanilla""","""Yellow""","2.5Y","""8""","""10""","""Classic"""
"101125FR",Sweet Angel,"""Oriental""","""Gourmand""","""Candy Floss, Butter, Cream""","""Maple, Creamy, Honey""","""Caramel, Vanilla""","""Yellow""","2.5Y","""8""","""10""","""Classic"""
"101125FR-L",Sweet Angel,"""Oriental""","""Gourmand""","""Candy Floss, Butter, Cream""","""Maple, Creamy, Honey""","""Caramel, Vanilla""","""Yellow""","2.5Y","""8""","""10""","""Classic"""
"101125FR-M",Sweet Angel,"""Oriental""","""Gourmand""","""Candy Floss, Butter, Cream""","""Maple, Creamy, Honey""","""Caramel, Vanilla""","""Yellow""","2.5Y","""8""","""10""","""Classic"""
"101125FR-S",Sweet Angel,"""Oriental""","""Gourmand""","""Candy Floss, Butter, Cream""","""Maple, Creamy, Honey""","""Caramel, Vanilla""","""Yellow""","2.5Y","""8""","""10""","""Classic"""
"101125IT",Sweet Angel,"""Oriental""","""Gourmand""","""Candy Floss, Butter, Cream""","""Maple, Creamy, Honey""","""Caramel, Vanilla""","""Yellow""","2.5Y","""8""","""10""","""Classic"""
"101125UK",Sweet Angel,"""Oriental""","""Gourmand""","""Candy Floss, Butter, Cream""","""Maple, Creamy, Honey""","""Caramel, Vanilla""","""Yellow""","2.5Y","""8""","""10""","""Classic"""
"101126DE",Speculoos Cookies,"""Oriental""","""Gourmand""","""Creamy, Nutmeg, Cocoa, Nutty""","""Cinnamon, Ginger, Jasmine, Peach""","""Caramel, Tonka, Vanilla""","""Brown""","7.5YR","""6""","""10""","""Classic"""
"101126DE-L",Speculoos Cookies,"""Oriental""","""Gourmand""","""Creamy, Nutmeg, Cocoa, Nutty""","""Cinnamon, Ginger, Jasmine, Peach""","""Caramel, Tonka, Vanilla""","""Brown""","7.5YR","""6""","""10""","""Classic"""
"101126DE-M",Speculoos Cookies,"""Oriental""","""Gourmand""","""Creamy, Nutmeg, Cocoa, Nutty""","""Cinnamon, Ginger, Jasmine, Peach""","""Caramel, Tonka, Vanilla""","""Brown""","7.5YR","""6""","""10""","""Classic"""
"101126DE-S",Speculoos Cookies,"""Oriental""","""Gourmand""","""Creamy, Nutmeg, Cocoa, Nutty""","""Cinnamon, Ginger, Jasmine, Peach""","""Caramel, Tonka, Vanilla""","""Brown""","7.5YR","""6""","""10""","""Classic"""
"101126FR",Speculoos Cookies,"""Oriental""","""Gourmand""","""Creamy, Nutmeg, Cocoa, Nutty""","""Cinnamon, Ginger, Jasmine, Peach""","""Caramel, Tonka, Vanilla""","""Brown""","7.5YR","""6""","""10""","""Classic"""
"101126FR-L",Speculoos Cookies,"""Oriental""","""Gourmand""","""Creamy, Nutmeg, Cocoa, Nutty""","""Cinnamon, Ginger, Jasmine, Peach""","""Caramel, Tonka, Vanilla""","""Brown""","7.5YR","""6""","""10""","""Classic"""
"101126FR-M",Speculoos Cookies,"""Oriental""","""Gourmand""","""Creamy, Nutmeg, Cocoa, Nutty""","""Cinnamon, Ginger, Jasmine, Peach""","""Caramel, Tonka, Vanilla""","""Brown""","7.5YR","""6""","""10""","""Classic"""
"101126FR-S",Speculoos Cookies,"""Oriental""","""Gourmand""","""Creamy, Nutmeg, Cocoa, Nutty""","""Cinnamon, Ginger, Jasmine, Peach""","""Caramel, Tonka, Vanilla""","""Brown""","7.5YR","""6""","""10""","""Classic"""
"101126UK",Speculoos Cookies,"""Oriental""","""Gourmand""","""Creamy, Nutmeg, Cocoa, Nutty""","""Cinnamon, Ginger, Jasmine, Peach""","""Caramel, Tonka, Vanilla""","""Brown""","7.5YR","""6""","""10""","""Classic"""
"101127DE",Winter Wonderland,"""Floral""","""Floral""","""Bergamot, Lemon, Ylang""","""Violet, Rose, Iris, Lily Of The Valley""","""Musk, Amber, Jasmine, Powdery""","""White""",N10,"""0""","""10""","""Classic"""
"101127DE-L",Winter Wonderland,"""Floral""","""Floral""","""Bergamot, Lemon, Ylang""","""Violet, Rose, Iris, Lily Of The Valley""","""Musk, Amber, Jasmine, Powdery""","""White""",N10,"""0""","""10""","""Classic"""
"101127DE-M",Winter Wonderland,"""Floral""","""Floral""","""Bergamot, Lemon, Ylang""","""Violet, Rose, Iris, Lily Of The Valley""","""Musk, Amber, Jasmine, Powdery""","""White""",N10,"""0""","""10""","""Classic"""
"101127DE-S",Winter Wonderland,"""Floral""","""Floral""","""Bergamot, Lemon, Ylang""","""Violet, Rose, Iris, Lily Of The Valley""","""Musk, Amber, Jasmine, Powdery""","""White""",N10,"""0""","""10""","""Classic"""
"101127FR",Winter Wonderland,"""Floral""","""Floral""","""Bergamot, Lemon, Ylang""","""Violet, Rose, Iris, Lily Of The Valley""","""Musk, Amber, Jasmine, Powdery""","""White""",N10,"""0""","""10""","""Classic"""
"101127FR-L",Winter Wonderland,"""Floral""","""Floral""","""Bergamot, Lemon, Ylang""","""Violet, Rose, Iris, Lily Of The Valley""","""Musk, Amber, Jasmine, Powdery""","""White""",N10,"""0""","""10""","""Classic"""
"101127FR-M",Winter Wonderland,"""Floral""","""Floral""","""Bergamot, Lemon, Ylang""","""Violet, Rose, Iris, Lily Of The Valley""","""Musk, Amber, Jasmine, Powdery""","""White""",N10,"""0""","""10""","""Classic"""
"101127FR-S",Winter Wonderland,"""Floral""","""Floral""","""Bergamot, Lemon, Ylang""","""Violet, Rose, Iris, Lily Of The Valley""","""Musk, Amber, Jasmine, Powdery""","""White""",N10,"""0""","""10""","""Classic"""
"101127IT",Winter Wonderland,"""Floral""","""Floral""","""Bergamot, Lemon, Ylang""","""Violet, Rose, Iris, Lily Of The Valley""","""Musk, Amber, Jasmine, Powdery""","""White""",N10,"""0""","""10""","""Classic"""
"101127IT-L",Winter Wonderland,"""Floral""","""Floral""","""Bergamot, Lemon, Ylang""","""Violet, Rose, Iris, Lily Of The Valley""","""Musk, Amber, Jasmine, Powdery""","""White""",N10,"""0""","""10""","""Classic"""
"101127IT-M",Winter Wonderland,"""Floral""","""Floral""","""Bergamot, Lemon, Ylang""","""Violet, Rose, Iris, Lily Of The Valley""","""Musk, Amber, Jasmine, Powdery""","""White""",N10,"""0""","""10""","""Classic"""
"101127IT-S",Winter Wonderland,"""Floral""","""Floral""","""Bergamot, Lemon, Ylang""","""Violet, Rose, Iris, Lily Of The Valley""","""Musk, Amber, Jasmine, Powdery""","""White""",N10,"""0""","""10""","""Classic"""
"101127UK",Winter Wonderland,"""Floral""","""Floral""","""Bergamot, Lemon, Ylang""","""Violet, Rose, Iris, Lily Of The Valley""","""Musk, Amber, Jasmine, Powdery""","""White""",N10,"""0""","""10""","""Classic"""
"101128DE",Pistacio Macarons,"""Oriental""","""Gourmand""","""Toasted Almond, Pistachio""","""Butter Cream, Cinnamon""","""Cinnamon, Vanilla""","""Light Green""","5G","""8""","""6""","""Classic"""
"101128FR",Pistacio Macarons,"""Oriental""","""Gourmand""","""Toasted Almond, Pistachio""","""Butter Cream, Cinnamon""","""Cinnamon, Vanilla""","""Light Green""","5G","""8""","""6""","""Classic"""
"101128FR-L",Pistacio Macarons,"""Oriental""","""Gourmand""","""Toasted Almond, Pistachio""","""Butter Cream, Cinnamon""","""Cinnamon, Vanilla""","""Light Green""","5G","""8""","""6""","""Classic"""
"101128FR-M",Pistacio Macarons,"""Oriental""","""Gourmand""","""Toasted Almond, Pistachio""","""Butter Cream, Cinnamon""","""Cinnamon, Vanilla""","""Light Green""","5G","""8""","""6""","""Classic"""
"101128FR-S",Pistacio Macarons,"""Oriental""","""Gourmand""","""Toasted Almond, Pistachio""","""Butter Cream, Cinnamon""","""Cinnamon, Vanilla""","""Light Green""","5G","""8""","""6""","""Classic"""
"101128IT",Pistacio Macarons,"""Oriental""","""Gourmand""","""Toasted Almond, Pistachio""","""Butter Cream, Cinnamon""","""Cinnamon, Vanilla""","""Light Green""","5G","""8""","""6""","""Classic"""
"101128IT-L",Pistacio Macarons,"""Oriental""","""Gourmand""","""Toasted Almond, Pistachio""","""Butter Cream, Cinnamon""","""Cinnamon, Vanilla""","""Light Green""","5G","""8""","""6""","""Classic"""
"101128IT-M",Pistacio Macarons,"""Oriental""","""Gourmand""","""Toasted Almond, Pistachio""","""Butter Cream, Cinnamon""","""Cinnamon, Vanilla""","""Light Green""","5G","""8""","""6""","""Classic"""
"101128IT-S",Pistacio Macarons,"""Oriental""","""Gourmand""","""Toasted Almond, Pistachio""","""Butter Cream, Cinnamon""","""Cinnamon, Vanilla""","""Light Green""","5G","""8""","""6""","""Classic"""
"101128UK",Pistacio Macarons,"""Oriental""","""Gourmand""","""Toasted Almond, Pistachio""","""Butter Cream, Cinnamon""","""Cinnamon, Vanilla""","""Light Green""","5G","""8""","""6""","""Classic"""
"101129DE",Cinnamon Orange,"""Fresh""","""Citrus""","""Citric, Spicy""","""Citric, Spicy""","""Spicy""","""Orange""","7.5YR","""7""","""12""",
"101136DE",Keep Calm & Relax,"""Fresh""","""Water""","""Citrus, Solar Note""","""White Blossom, Marine Notes""","""Vanilla, Patchouli""",,,,,"""Classic"""
"101136DE-L",Keep Calm & Relax,"""Fresh""","""Water""","""Citrus, Solar Note""","""White Blossom, Marine Notes""","""Vanilla, Patchouli""",,,,,"""Classic"""
"101136DE-M",Keep Calm & Relax,"""Fresh""","""Water""","""Citrus, Solar Note""","""White Blossom, Marine Notes""","""Vanilla, Patchouli""",,,,,"""Classic"""
"101136DE-S",Keep Calm & Relax,"""Fresh""","""Water""","""Citrus, Solar Note""","""White Blossom, Marine Notes""","""Vanilla, Patchouli""",,,,,"""Classic"""
"101136IT",Keep Calm & Relax,"""Fresh""","""Water""","""Citrus, Solar Note""","""White Blossom, Marine Notes""","""Vanilla, Patchouli""",,,,,"""Classic"""
"101137IT",Good Luck,"""Fresh""","""Green""","""nan""","""nan""","""Vanilla""","""Green ""","2.5G","""7""","""12""","""Classic"""
"101137UK",Good Luck,"""Fresh""","""Green""","""nan""","""nan""","""Vanilla""","""Green ""","2.5G","""7""","""12""","""Classic"""
"101138DE",My Favorite Person,"""Fresh""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138DE",My Favorite Person,"""Fruity""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138DE-L",My Favorite Person,"""Fresh""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138DE-L",My Favorite Person,"""Fruity""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138DE-M",My Favorite Person,"""Fresh""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138DE-M",My Favorite Person,"""Fruity""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138DE-S",My Favorite Person,"""Fresh""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138DE-S",My Favorite Person,"""Fruity""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138FR",My Favorite Person,"""Fresh""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138FR",My Favorite Person,"""Fruity""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138FR-L",My Favorite Person,"""Fresh""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138FR-L",My Favorite Person,"""Fruity""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138FR-M",My Favorite Person,"""Fresh""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138FR-M",My Favorite Person,"""Fruity""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138FR-S",My Favorite Person,"""Fresh""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138FR-S",My Favorite Person,"""Fruity""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138IT-L",My Favorite Person,"""Fresh""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138IT-L",My Favorite Person,"""Fruity""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138IT-M",My Favorite Person,"""Fresh""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138IT-M",My Favorite Person,"""Fruity""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138IT-S",My Favorite Person,"""Fresh""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138IT-S",My Favorite Person,"""Fruity""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
"101138UK",My Favorite Person,"""Fresh""","""Fruity""","""Orange Peel, Sun-Kissed Raspberry, Ripe Strawberry""","""Strawberry Leaf, Concord Grape, Pineapple""","""Shredded Coconut, Lush Greens, Sugared Vanilla""","""Pink ""","5R","""5""","""16""","""Classic"""
